"id","school_id","school_name","province","level","type","founding_year","school_age","total_students","avg_gpa","avg_attendance","avg_test_math","avg_test_literature","avg_composite_score","top_performer_count","report_date","created_at","updated_at"
9998,"9998","Trường THCS Lê 9998","Thanh Hóa","THCS","Quốc tế",2010,15,9,"7.73","91.32","7.07","8.11","8.11",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9999,"9999","Trường Liên cấp XYZ 9999","Hà Nội","Phổ thông Liên cấp","Quốc tế",1968,57,17,"7.10","87.62","7.91","7.48","7.78",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10000,"10000","Trường THCS Dương 10000","Nghệ An","THCS","Dân lập",1980,45,8,"7.65","90.29","7.05","6.94","7.87",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10001,"10001","Trường Liên cấp XYZ 10001","Đà Nẵng","Phổ thông Liên cấp","Dân lập",1965,60,9,"7.60","93.14","8.26","7.59","8.21",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10002,"10002","Trường THCS Nguyễn 10002","Thanh Hóa","THCS","Quốc tế",1976,49,12,"7.48","89.55","7.73","7.66","7.99",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10003,"10003","Trường Liên cấp XYZ 10003","Thanh Hóa","Phổ thông Liên cấp","Công lập",1980,45,11,"7.14","91.87","8.10","7.65","7.98",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10004,"10004","Trường Liên cấp XYZ 10004","Bình Dương","Phổ thông Liên cấp","Quốc tế",2004,21,12,"7.71","86.77","7.74","7.74","8.01",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10005,"10005","Trường THCS Lê 10005","Hà Nội","THCS","Công lập",1985,40,6,"7.93","92.08","7.06","6.84","8.02",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10006,"10006","Trường THPT Trần 10006","Nghệ An","THPT","Dân lập",1985,40,4,"7.39","88.45","6.15","8.22","7.76",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10007,"10007","Trường Tiểu học Trần 10007","Đà Nẵng","Tiểu học","Quốc tế",1995,30,5,"6.07","92.50","7.54","7.08","7.40",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10008,"10008","Trường Liên cấp XYZ 10008","Bình Dương","Phổ thông Liên cấp","Công lập",1979,46,16,"7.22","89.10","7.75","7.72","7.88",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10009,"10009","Trường Liên cấp XYZ 10009","Thanh Hóa","Phổ thông Liên cấp","Dân lập",2001,24,11,"7.29","88.81","7.49","7.36","7.81",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10010,"10010","Trường THPT Dương 10010","Bình Dương","THPT","Quốc tế",2007,18,11,"7.56","87.18","7.13","7.49","7.83",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10011,"10011","Trường Liên cấp XYZ 10011","Hà Nội","Phổ thông Liên cấp","Công lập",2004,21,12,"7.62","85.85","6.41","7.38","7.69",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10012,"10012","Trường THCS Bùi 10012","Hà Nội","THCS","Quốc tế",1981,44,9,"6.96","91.97","7.90","6.97","7.77",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10013,"10013","Trường Tiểu học Dương 10013","Nghệ An","Tiểu học","Công lập",1984,41,11,"7.21","89.83","7.36","7.79","7.85",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10014,"10014","Trường Tiểu học Mai 10014","Nghệ An","Tiểu học","Công lập",1974,51,10,"8.00","91.44","7.31","6.75","8.05",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10015,"10015","Trường THCS Lê 10015","Hải Phòng","THCS","Quốc tế",1990,35,9,"7.91","89.58","7.81","7.88","8.21",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10016,"10016","Trường THCS Mai 10016","Bình Dương","THCS","Công lập",1962,63,11,"7.58","89.22","7.21","6.75","7.80",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10017,"10017","Trường Liên cấp XYZ 10017","Thanh Hóa","Phổ thông Liên cấp","Quốc tế",1995,30,13,"7.24","89.62","7.61","8.01","7.93",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10018,"10018","Trường Liên cấp XYZ 10018","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",2008,17,14,"6.77","90.63","8.30","7.61","7.81",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10019,"10019","Trường Liên cấp XYZ 10019","Hải Phòng","Phổ thông Liên cấp","Quốc tế",1961,64,12,"7.49","86.08","7.07","7.18","7.72",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10020,"10020","Trường Liên cấp XYZ 10020","Cần Thơ","Phổ thông Liên cấp","Dân lập",1988,37,8,"7.68","88.50","8.22","7.18","8.04",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10021,"10021","Trường Tiểu học Đặng 10021","Cần Thơ","Tiểu học","Công lập",1986,39,4,"7.79","94.65","7.45","8.64","8.37",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10022,"10022","Trường THCS Vũ 10022","Bình Dương","THCS","Quốc tế",2007,18,13,"7.27","91.95","8.80","7.56","8.12",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10023,"10023","Trường Tiểu học Đặng 10023","Bình Dương","Tiểu học","Dân lập",1960,65,7,"7.00","87.93","8.35","7.26","7.78",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10024,"10024","Trường Tiểu học Hoàng 10024","TP. Hồ Chí Minh","Tiểu học","Quốc tế",1960,65,11,"7.68","87.26","6.82","6.78","7.73",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10025,"10025","Trường THCS Nguyễn 10025","Đà Nẵng","THCS","Dân lập",1960,65,9,"7.76","92.03","8.34","8.43","8.38",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10026,"10026","Trường THCS Trần 10026","Nghệ An","THCS","Công lập",1991,34,15,"6.59","88.19","7.65","6.92","7.47",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10027,"10027","Trường Liên cấp XYZ 10027","Hà Nội","Phổ thông Liên cấp","Dân lập",1995,30,12,"7.67","89.96","7.21","7.26","7.94",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10028,"10028","Trường THPT Đặng 10028","Nghệ An","THPT","Dân lập",1987,38,7,"7.10","89.21","7.69","7.45","7.79",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10029,"10029","Trường THPT Trần 10029","Bình Dương","THPT","Dân lập",1988,37,12,"6.73","87.25","6.48","7.46","7.40",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10030,"10030","Trường THPT Nguyễn 10030","Đà Nẵng","THPT","Quốc tế",2009,16,12,"6.88","89.72","8.07","6.92","7.69",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10031,"10031","Trường Liên cấp XYZ 10031","Nghệ An","Phổ thông Liên cấp","Quốc tế",1998,27,8,"6.52","88.06","7.05","6.92","7.34",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10032,"10032","Trường THCS Dương 10032","TP. Hồ Chí Minh","THCS","Quốc tế",1988,37,10,"7.36","88.48","8.04","6.18","7.73",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10033,"10033","Trường Liên cấp XYZ 10033","Thanh Hóa","Phổ thông Liên cấp","Dân lập",1964,61,12,"7.23","90.44","7.78","7.60","7.91",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10034,"10034","Trường Liên cấp XYZ 10034","Bình Dương","Phổ thông Liên cấp","Quốc tế",1971,54,9,"7.93","93.24","7.78","8.15","8.36",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10035,"10035","Trường Liên cấp XYZ 10035","TP. Hồ Chí Minh","Phổ thông Liên cấp","Công lập",1996,29,7,"7.30","92.43","6.88","7.76","7.89",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10036,"10036","Trường THPT Vũ 10036","Cần Thơ","THPT","Công lập",1962,63,9,"7.99","89.39","7.52","7.25","8.09",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10037,"10037","Trường THCS Dương 10037","Đà Nẵng","THCS","Công lập",2007,18,11,"7.26","89.61","6.77","7.70","7.77",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10038,"10038","Trường Liên cấp XYZ 10038","Bình Dương","Phổ thông Liên cấp","Quốc tế",1975,50,14,"7.72","89.01","6.70","7.81","7.93",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10039,"10039","Trường THPT Phạm 10039","Hải Phòng","THPT","Quốc tế",2002,23,11,"7.39","87.40","7.71","7.84","7.91",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10040,"10040","Trường THPT Dương 10040","TP. Hồ Chí Minh","THPT","Quốc tế",1993,32,10,"6.83","91.26","7.48","7.40","7.70",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10041,"10041","Trường Tiểu học Nguyễn 10041","Hà Nội","Tiểu học","Quốc tế",1987,38,8,"7.94","92.34","6.60","7.40","8.05",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10042,"10042","Trường Liên cấp XYZ 10042","Hà Nội","Phổ thông Liên cấp","Quốc tế",1972,53,11,"7.66","89.36","7.65","6.90","7.93",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10043,"10043","Trường THPT Phạm 10043","Thanh Hóa","THPT","Công lập",1987,38,10,"7.46","90.80","7.25","6.67","7.80",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10044,"10044","Trường Liên cấp XYZ 10044","Hải Phòng","Phổ thông Liên cấp","Quốc tế",1991,34,12,"7.26","87.94","7.85","7.45","7.84",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10045,"10045","Trường Liên cấp XYZ 10045","Cần Thơ","Phổ thông Liên cấp","Công lập",2009,16,11,"7.28","90.30","8.23","6.87","7.89",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10046,"10046","Trường Tiểu học Trần 10046","Nghệ An","Tiểu học","Dân lập",1979,46,10,"7.31","91.81","7.42","7.12","7.86",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10047,"10047","Trường THCS Đặng 10047","Hà Nội","THCS","Quốc tế",1992,33,8,"7.64","89.98","6.70","7.18","7.84",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10048,"10048","Trường THCS Mai 10048","Cần Thơ","THCS","Quốc tế",1975,50,7,"7.21","94.04","8.64","8.04","8.21",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10049,"10049","Trường Liên cấp XYZ 10049","TP. Hồ Chí Minh","Phổ thông Liên cấp","Công lập",1998,27,10,"7.65","91.59","7.78","8.32","8.23",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10050,"10050","Trường Tiểu học Dương 10050","Bình Dương","Tiểu học","Quốc tế",2009,16,16,"7.77","90.69","6.96","8.39","8.13",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10051,"10051","Trường Tiểu học Bùi 10051","Nghệ An","Tiểu học","Dân lập",2005,20,10,"7.59","90.00","7.64","7.12","7.95",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10052,"10052","Trường Tiểu học Trần 10052","TP. Hồ Chí Minh","Tiểu học","Quốc tế",1990,35,11,"7.46","87.06","7.43","7.56","7.84",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10053,"10053","Trường THCS Vũ 10053","Hà Nội","THCS","Quốc tế",1998,27,6,"7.01","85.28","7.51","6.59","7.48",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10054,"10054","Trường Liên cấp XYZ 10054","Bình Dương","Phổ thông Liên cấp","Công lập",2005,20,4,"6.89","84.68","7.48","8.64","7.72",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10055,"10055","Trường THPT Bùi 10055","Thanh Hóa","THPT","Công lập",2009,16,11,"7.08","92.91","7.41","7.59","7.87",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10056,"10056","Trường Tiểu học Nguyễn 10056","Đà Nẵng","Tiểu học","Công lập",2004,21,14,"7.04","90.18","7.33","7.41","7.73",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10057,"10057","Trường THCS Mai 10057","Thanh Hóa","THCS","Công lập",2006,19,11,"7.66","89.97","7.65","7.33","8.01",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10058,"10058","Trường THPT Dương 10058","Nghệ An","THPT","Công lập",1982,43,7,"6.99","87.96","7.51","7.08","7.62",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10059,"10059","Trường Liên cấp XYZ 10059","Bình Dương","Phổ thông Liên cấp","Công lập",1978,47,7,"7.22","87.40","6.61","6.37","7.46",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10060,"10060","Trường THCS Mai 10060","Cần Thơ","THCS","Dân lập",2004,21,16,"6.96","89.77","7.66","7.07","7.69",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10061,"10061","Trường THPT Trần 10061","Bình Dương","THPT","Quốc tế",1999,26,6,"7.73","92.60","8.63","7.26","8.25",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10062,"10062","Trường Liên cấp XYZ 10062","Cần Thơ","Phổ thông Liên cấp","Công lập",1979,46,13,"7.40","89.44","7.28","7.74","7.89",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10063,"10063","Trường THCS Bùi 10063","Bình Dương","THCS","Quốc tế",1983,42,7,"7.10","89.43","6.85","7.60","7.69",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10064,"10064","Trường Tiểu học Nguyễn 10064","Nghệ An","Tiểu học","Công lập",1995,30,4,"8.00","89.60","8.56","5.73","8.03",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10065,"10065","Trường THPT Bùi 10065","Thanh Hóa","THPT","Quốc tế",2002,23,8,"7.37","89.84","6.99","7.70","7.85",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10066,"10066","Trường THCS Phạm 10066","Bình Dương","THCS","Công lập",1998,27,12,"6.55","93.99","8.63","7.99","7.93",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10067,"10067","Trường THCS Phạm 10067","Hà Nội","THCS","Dân lập",2000,25,8,"8.12","87.85","6.92","6.61","7.91",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10068,"10068","Trường Tiểu học Mai 10068","Hà Nội","Tiểu học","Dân lập",1972,53,8,"7.48","89.18","7.75","6.90","7.86",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10069,"10069","Trường THCS Trần 10069","Đà Nẵng","THCS","Dân lập",1990,35,10,"6.56","91.25","6.80","7.00","7.43",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10070,"10070","Trường Tiểu học Đặng 10070","Hải Phòng","Tiểu học","Quốc tế",2009,16,10,"6.94","89.18","6.56","7.84","7.61",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10071,"10071","Trường Tiểu học Nguyễn 10071","Thanh Hóa","Tiểu học","Quốc tế",1988,37,7,"7.30","87.80","7.73","7.34","7.82",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10072,"10072","Trường Liên cấp XYZ 10072","Nghệ An","Phổ thông Liên cấp","Dân lập",2008,17,12,"7.43","90.43","7.13","7.78","7.92",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10073,"10073","Trường Tiểu học Đặng 10073","Hà Nội","Tiểu học","Dân lập",2006,19,13,"7.27","91.65","7.56","7.69","7.94",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10074,"10074","Trường THCS Lê 10074","Thanh Hóa","THCS","Dân lập",1977,48,7,"8.33","87.87","7.12","7.62","8.18",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10075,"10075","Trường THCS Vũ 10075","Cần Thơ","THCS","Quốc tế",1990,35,11,"7.70","94.58","7.56","7.20","8.13",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10076,"10076","Trường THCS Dương 10076","Đà Nẵng","THCS","Quốc tế",1974,51,12,"7.29","92.48","7.83","7.20","7.94",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10077,"10077","Trường Liên cấp XYZ 10077","Hà Nội","Phổ thông Liên cấp","Công lập",1970,55,11,"7.23","86.66","7.68","8.24","7.88",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10078,"10078","Trường THPT Lê 10078","Hải Phòng","THPT","Quốc tế",1962,63,9,"7.16","90.54","7.81","7.80","7.92",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10079,"10079","Trường THCS Hoàng 10079","Hải Phòng","THCS","Quốc tế",1988,37,9,"7.32","89.33","8.24","8.47","8.12",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10080,"10080","Trường THPT Lê 10080","Thanh Hóa","THPT","Dân lập",1972,53,12,"7.44","90.23","7.43","8.23","8.03",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10081,"10081","Trường THCS Nguyễn 10081","Thanh Hóa","THCS","Công lập",1999,26,15,"7.71","89.45","7.24","7.26","7.94",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10082,"10082","Trường THCS Phạm 10082","Thanh Hóa","THCS","Dân lập",1980,45,11,"7.17","89.37","7.78","6.33","7.67",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10083,"10083","Trường Tiểu học Dương 10083","Bình Dương","Tiểu học","Dân lập",2007,18,6,"7.74","90.48","7.16","7.16","7.96",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10084,"10084","Trường THCS Vũ 10084","Cần Thơ","THCS","Quốc tế",1986,39,7,"7.39","87.91","7.56","6.78","7.75",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10085,"10085","Trường Liên cấp XYZ 10085","Hà Nội","Phổ thông Liên cấp","Dân lập",1999,26,14,"7.51","89.43","7.70","7.28","7.93",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10086,"10086","Trường Tiểu học Vũ 10086","Hà Nội","Tiểu học","Công lập",2008,17,11,"7.54","90.37","7.46","7.47","7.96",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10087,"10087","Trường THCS Bùi 10087","Nghệ An","THCS","Công lập",2009,16,10,"7.13","91.21","7.85","7.99","7.96",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10088,"10088","Trường Tiểu học Lê 10088","Thanh Hóa","Tiểu học","Quốc tế",2006,19,12,"7.14","90.02","7.36","7.37","7.77",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10089,"10089","Trường THCS Mai 10089","Nghệ An","THCS","Quốc tế",1998,27,6,"7.32","93.50","6.82","7.44","7.87",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10090,"10090","Trường Tiểu học Bùi 10090","Hà Nội","Tiểu học","Quốc tế",1980,45,9,"7.49","91.32","8.06","7.84","8.12",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10091,"10091","Trường Tiểu học Trần 10091","Bình Dương","Tiểu học","Quốc tế",1999,26,11,"7.63","87.94","6.98","7.49","7.86",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10092,"10092","Trường Liên cấp XYZ 10092","Nghệ An","Phổ thông Liên cấp","Công lập",1977,48,8,"8.12","89.82","8.30","8.16","8.41",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10093,"10093","Trường THPT Hoàng 10093","Bình Dương","THPT","Công lập",1986,39,9,"7.85","88.24","7.18","6.96","7.90",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10094,"10094","Trường THCS Lê 10094","TP. Hồ Chí Minh","THCS","Dân lập",1979,46,14,"7.65","89.55","7.24","7.34","7.93",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
10095,"10095","Trường Liên cấp XYZ 10095","Đà Nẵng","Phổ thông Liên cấp","Quốc tế",2004,21,10,"7.50","86.91","7.70","6.71","7.77",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
